Charity_ID,Charity_Name,EIN,Street_Address,Telephone,Fax,Overall_Rating,Financial_Rating,Transparency_Rating,Program_Expenses,Administrative_Expenses,Fundraising_Expenses,Fundraising_Efficiency,Revenue_Growth,Expenses_Growth,Working_Capital_Ratio,Core_Service,Tagline,Website,Scraped_From
13146,"ECAD, Educated Canines Assisting with Disabilities - NY",06-1436718,"['P.O. Box 251', 'Dobbs Ferry, NY 10522']",(860) 489-6550,(860) 489-3791,96.13,96.27,96.00, 87.7%,  7.9%,  4.2%,$0.06, 17.5%, 23.7%,0.66,"Animals : Animal Rights, Welfare, and Services",Enable people with disabilities to gain greater independence and mobility through the use of specially educated dogs.,http://www.ecad1.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13146
6555,ECHO - FL,23-7275283,"['17391 Durrance Road', 'North Fort Myers, FL 33917']",(239) 543-3246,(239) 543-5317,94.53,92.27,100.00, 84.9%,  8.9%,  6.0%,$0.06,  3.8%,1.33, 18.2%,International : Development and Relief Services,Fighting world hunger,http://www.echonet.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6555
14301,ECHO (Everyone Cooperating to Help Others) - WI,39-1222279,"['65 South High Street', 'Janesville, WI 53548']",(608) 754-5333,(608) 754-9199,90.78,89.72,92.00, 95.9%,  1.8%,  2.1%,$0.02,  0.2%,0.56,  1.6%,Human Services : Social Services ,"Life is an ECHO. What you send out, you get back.",http://echojanesville.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14301
13089,ECHO Lake Aquarium and Science Center - VT,03-0347288,"['One College Street', 'Burlington, VT 05401']",(802) 864-1848,(802) 864-6832,91.38,94.77,89.00, 72.7%, 21.4%,  5.8%,$0.06, 18.7%, 19.6%,4.35,"Arts, Culture, Humanities : Museums","Ecology, Culture, History, and Opportunity.",http://www.echovermont.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13089
5090,EcoHealth Alliance - NY,31-1726494,"['460 West 34th Street', '17th Floor New York, NY 10001']",(212) 380-4460,(212) 380-4465,92.04,89.48,96.00, 83.2%,  8.0%,  8.6%,$0.09,0.35, 11.9%, 39.4%,Animals : Wildlife Conservation ,Local conservation. Global health.,http://www.ecohealthalliance.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5090
6885,EcoLogic Development Fund - MA,25-1704582,"['186 Alewife Brook Parkway', 'Suite 214 Cambridge, MA 02138']",(617) 441-6300,(617) 441-6307,85.46,79.45,100.00, 75.7%,  8.3%, 15.9%,$0.15,  -1.9%,0.79,  1.9%,Environment : Environmental Protection and Conservation,Conservation Powered by People,http://www.ecologic.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6885
11422,Ecology Center - MI,38-1912803,"['339 East Liberty', 'Suite 300 Ann Arbor,', 'MI 48104']",(734) 761-3186,(734) 663-2414,98.23,97.50,100.00, 87.9%,  8.0%,  4.0%,$0.04,0.67,  8.7%,  8.7%,Environment : Environmental Protection and Conservation ,"Working for a safe and healthy environment where people live, work and play",http://www.ecocenter.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11422
7111,Economic Policy Institute - DC,52-1368964,"['1333 H Street, NW', 'Suite 300, East Tower Washington, DC 20005']",(202) 775-8810,(202) 775-0819,85.13,79.36,96.00, 89.0%,  4.1%,  6.8%,$0.06,  2.0%,  -4.2%,0.71,Research and Public Policy : Social and Public Policy Research,Research and ideas for shared prosperity,http://www.epi.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7111
4871,EcoTarium - MA,04-2105868,"['222 Harrington Way', 'Worcester, MA 01604', 'TTY: (508) 929-2702']",(508) 929-2700,(508) 929-2701,83.89,82.03,86.00, 75.4%, 20.0%,  4.5%,$0.13,  0.8%,2.66,  4.9%,"Arts, Culture, Humanities : Museums",science.nature.explore.connect.,http://www.ecotarium.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4871
3648,Ecotrust - OR,93-1050144,"['721 Northwest Ninth Avenue', 'Suite 200 Portland, OR 97209']",(503) 227-6225,(503) 222-1517,90.34,91.92,89.00, 84.4%, 11.1%,  4.4%,$0.06,  0.6%,1.77, 21.3%,Environment : Environmental Protection and Conservation,Reliable prosperity,http://www.ecotrust.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3648
10463,Ecumenical Hunger Program - CA,94-2476942,"['2411 Pulgas Avenue', 'East Palo Alto, CA 94303']",(650) 323-7781,,100.00,100.00,100.00, 86.2%,  8.8%,  4.9%,$0.04,  8.3%,1.08,  0.6%,Human Services : Social Services ,Fighting Hunger and Poverty in the Community,http://www.ehpcares.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10463
15822,Eden Family YMCA - NC,56-0547468,"['301 South Kennedy Avenue', 'Eden, NC 27288']",(336) 623-8496,,81.68,78.88,85.00, 65.8%, 30.7%,  3.4%,$0.04,  2.4%,1.46,  3.1%,Human Services : Multipurpose Human Service Organizations,"For youth development, for healthy living, for social responsibility.",http://edenymca.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15822
9571,Edgar Cayce's A.R.E. - VA,54-0573802,"['215 67th Street', 'Virginia Beach, VA 23451']",(800) 333-4499,(757) 422-6921,88.53,83.79,100.00, 86.4%,  6.3%,  7.2%,$0.14,  3.7%,  0.9%,1.10,Human Services : Social Services,"Your body, mind, spirit resource since 1931",http://edgarcayce.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9571
10396,Edgewood Children's Ranch - FL,59-1150182,"['1451 Edgewood Ranch Road', 'Orlando, FL 32835']",(407) 295-2464,(407) 298-9125,90.71,87.50,96.00, 88.7%, 10.6%,  0.6%,< $0.01,  -5.2%,2.61,  5.7%,Human Services : Children's and Family Services ,Who would not want to mend a broken child?,http://edgewoodranch.com/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10396
10219,The Edible Schoolyard Project - CA,94-3248671,"['1517 Shattuck Avenue', 'Berkeley, CA 94709']",(510) 843-3811,(510) 843-3880,93.81,92.22,96.00, 72.2%, 14.6%, 13.1%,$0.10, 17.3%, 13.7%,2.28,Education : Other Education Programs and Services,Edible education,http://edibleschoolyard.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10219
12588,Edith and Carl Marks Jewish Community House of Bensonhurst - NY,11-1633484,"['7802 Bay Parkway', 'Brooklyn, NY 11214']",(718) 331-6800,(718) 232-8461,91.77,96.21,89.00, 87.1%, 10.4%,  2.3%,$0.03,  8.3%,  8.4%,0.81,Human Services : Multipurpose Human Service Organizations,Building and Sustaining Jewish life in our community,http://www.jchb.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12588
12445,Education For Employment - DC,82-0578781,"['1612 K Street, NW', 'Suite 800 Washington, DC 20006']",(202) 464-5218,(202) 464-5204,89.48,90.00,89.00, 88.7%,  9.9%,  1.3%,< $0.01, 27.5%,0.49, 18.9%,Education : Adult Education Programs and Services,Building futures,http://www.efe.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12445
9173,The Education Foundation of Collier County - FL,65-0230582,"['3606 Enterprise Avenue', 'Suite 150 Naples, FL 34104']",(239) 643-4755,(239) 643-4799,98.24,97.52,100.00, 86.3%,  5.8%,  7.7%,$0.06,  7.5%,2.09,  1.1%,Education : Adult Education Programs and Services ,Champions for learning,http://www.educationforcollier.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9173
13484,Education Law Center - NJ,22-2014555,"['60 Park Place', 'Suite 300 Newark, NJ 07102', 'TTY: (973) 624-4618']",(973) 624-1815,(973) 624-7339,87.05,89.50,85.00, 77.5%, 14.1%,  8.2%,$0.08,  8.1%,  4.8%,0.45,Human and Civil Rights : Advocacy and Education,Advocates for education justice.,http://www.edlawcenter.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13484
10690,"Education Through Music, Inc. (New York) - NY",13-3613210,"['122 East 42nd Street', 'Suite 1501 New York, NY 10168']",(212) 972-4788,(212) 972-4864,94.36,92.03,100.00, 82.2%,  9.0%,  8.6%,$0.11, 14.2%,  8.8%,0.54,Education : Youth Education Programs and Services,Promoting and supporting music instruction in disadvantaged schools,http://www.etmonline.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10690
13796,Education Writers Association - DC,23-7439790,"['3516 Connecticut Avenue, NW', 'Washington, DC 20008']",(202) 452-9830,(202) 452-9837,91.97,97.22,89.00, 97.2%,  1.9%,  0.7%,< $0.01, 28.1%, 33.8%,0.51,Education : Other Education Programs and Services,Dedicated to improving the quality and quantity of education coverage,http://www.ewa.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13796
3651,The Educational Alliance - NY,13-5562210,"['197 East Broadway', 'New York, NY 10002']",(212) 780-2300,,91.47,95.07,89.00, 83.4%, 13.3%,  3.2%,$0.03,  9.7%,  4.7%,1.33,Human Services : Social Services,Building Community in Downtown Manhattan,http://www.edalliance.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3651
15412,Educational First Steps - TX,75-2334053,"['2815 Gaston Avenue', 'Dallas,', 'TX 75226']",(214) 824-7940,(214) 824-7428,92.78,92.57,93.00, 76.5%, 10.5%, 12.8%,$0.10,2.75, 10.7%,  1.6%,Education : Early Childhood Programs and Services ,"One Childhood, One Chance",http://www.educationalfirststeps.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15412
7640,Educational Media Foundation - CA,94-2816342,"['2351 Sunset Boulevard', 'Suite 170-218 Rocklin, CA 95677']",(800) 434-8400,,94.63,97.09,93.00, 84.2%,  9.6%,  6.0%,$0.03,  4.8%,4.16, 20.2%,Religion : Religious Media and Broadcasting,Operating religious radio as a means of spreading the Gospel,http://www.emfbroadcasting.com/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7640
12820,EdVenture - SC,57-1013857,"['211 Gervais Street', 'Columbia, SC 29201']",(803) 779-3100,(803) 779-3144,84.98,90.51,81.00, 85.0%,  7.2%,  7.7%,$0.17,  7.9%,  7.4%,1.89,"Arts, Culture, Humanities : Museums",It's your world,http://www.edventure.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12820
7265,Edwin L. Hodges Ministries - AL,63-1127110,"['60-D South Mountain Drive', 'Decatur, AL 35603']",(888) 604-3004,(256) 350-3502,73.77,74.57,73.00, 95.7%,  3.8%,  0.3%,$0.00, -19.0%, -21.8%,0.17,Religion : Religious Media and Broadcasting,Sending love letters from God,http://www.elhm.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7265
13035,EFRAT-C.R.I.B. Committee for the Rescue of Israel's Babies - NY,22-3431457,"['1274 49th Street', 'Suite 569 Brooklyn,', 'NY 11219']",(718) 697-7022,,86.19,87.50,85.00, 85.4%,  1.5%, 12.9%,$0.17,0.07, 22.8%,< 0.1%,"Human Services : Children's and Family Services 
      (Fundraising) 
      
 ",You have the power to save the life of a child,http://www.efrat.org.il/english,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13035
3658,Eisenhower Fellowships - PA,23-1505095,"['250 South Sixteenth Street', 'Philadelphia, PA 19102']",(215) 546-1738,(215) 546-4567,94.85,98.00,93.00, 81.3%, 10.4%,  8.2%,$0.09, 21.6%,  7.9%,7.97,"International : International Peace, Security, and Affairs",A global leadership network based on trust and shared experience,http://eisenhowerfellowships.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3658
3659,Eiteljorg Museum of American Indians and Western Art - IN,31-1139447,"['500 West Washington Street', 'Indianapolis, IN 46204']",(317) 636-9378,(317) 275-1400,83.32,78.64,90.00, 75.9%, 18.5%,  5.5%,$0.10,  2.3%,  2.8%,5.01,"Arts, Culture, Humanities : Museums",Telling America's story,http://www.eiteljorg.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3659
14815,El Buen Samaritano - TX,74-2488682,"['7000 Woodhue Drive', 'Austin, TX 78745']",(512) 439-0700,(512) 439-0742,87.03,96.51,82.00, 92.0%,  6.7%,  1.1%,< $0.01,  6.4%, 10.5%,1.15,Human Services : Social Services,Strengthening families - Fortaleciendo familias,http://www.elbuen.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14815
15602,El Hogar - MA,04-3580644,"['21 Cummings Park Drive', 'Suite 238 Woburn, MA 01801']",(781) 729-7600,,87.47,92.40,84.00, 87.8%,  4.8%,  7.2%,$0.07,  1.9%,0.52,  0.9%,"International : Development and Relief Services 
      (Fundraising) 
      
 ",A home. An education. A future.,http://www.elhogar.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15602
6850,El Museo del Barrio - NY,23-7156720,"['1230 Fifth Avenue', 'New York, NY 10029']",(212) 831-7272,(212) 831-7927,71.58,78.57,66.00, 78.3%, 13.2%,  8.4%,$0.13, -25.0%,0.76, 16.4%,"Arts, Culture, Humanities : Museums",Representing the diversity of art and culture in all of the Caribbean and Latin America,http://www.elmuseo.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6850
3660,El Paso Community Foundation - TX,74-1839536,"['333 North Oregon Street', 'Second Floor El Paso, TX 79901']",(915) 533-4020,(915) 532-0716,86.88,82.82,93.00, 84.6%, 11.2%,  4.0%,$0.08,  9.6%,4.02, 31.8%,Community Development : Community Foundations ,For Good. For El Paso. Forever.,http://www.epcf.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3660
15081,The Elaine Clark Center - GA,58-1079411,"['5130 Peachtree Boulevard', 'Chamblee, GA 30341']",(770) 458-3251,(770) 458-7977,77.17,76.37,78.00, 88.2%,  6.7%,  4.9%,$0.12,  -4.2%,  -2.0%,2.38,Human Services : Children's and Family Services,Exceptional. Inclusive. Empowering.,http://www.elaineclarkcenter.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15081
12187,Elam - GA,58-2134253,"['5755 North Point Parkway', 'Suite 217 Alpharetta, GA 30022']",(770) 664-8800,,70.89,96.42,59.00, 89.2%,  3.5%,  7.2%,$0.07,  9.7%,  8.7%,0.52,Religion : Religious Activities,The love of Christ for Iran and beyond,http://www.elam.com/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12187
11137,ElderHelp of San Diego - CA,95-2880426,"['6150 Mission Gorge Road, Ste 140', 'San Diego, CA 92104']",(619) 284-9281,(619) 284-0214,77.25,69.77,89.00, 75.4%, 11.8%, 12.7%,$0.13,  -1.9%,  -2.0%,0.64,Human Services : Social Services,To provide personalized services & information that help seniors remain independent and live with dignity in their home.,http://www.elderhelpofsandiego.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11137
13007,Ele's Place - MI,38-2976751,"['1145 West Oakland Avenue', 'Lansing, MI 48915']",(517) 482-1315,(517) 482-6608,88.70,92.31,86.00, 73.1%, 13.4%, 13.3%,$0.11, 17.4%,  8.5%,2.65,Human Services : Children's and Family Services,A healing center for grieving children and teens,http://www.elesplace.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13007
7576,Electronic Frontier Foundation - CA,04-3091431,"['815 Eddy Street', 'San Francisco, CA 94109']",(415) 436-9333,(415) 436-9993,95.38,94.85,96.00, 73.5%, 11.8%, 14.6%,$0.07, 33.9%, 22.7%,3.19,Human and Civil Rights : Advocacy and Education,Defending freedom in the digital world,http://www.eff.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7576
10011,ELEM/Youth in Distress in Israel - NY,13-3171815,"['270 Madison Avenue', 'Suite 1501 New York, NY 10016']",(212) 787-3337,(212) 417-9190,72.06,65.36,81.00, 78.6%, 10.3%, 10.9%,$0.11,  -4.6%,  -4.5%,0.21,International : Foreign Charity Support Organizations,Helping Israel's population of at-risk youth become productive citizens,http://www.elem.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10011
7257,The Elephant Sanctuary - TN,62-1587327,"['27 East Main Street', 'P.O. Box 393 Hohenwald, TN 38462']",(931) 796-6500,(931) 796-1360,93.11,91.12,96.00, 82.2%, 11.2%,  6.5%,$0.05,  7.0%,  5.9%,7.65,Animals : Wildlife Conservation,The Elephant Sanctuary,http://www.elephants.com/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7257
11924,Elie Wiesel Foundation for Humanity - NY,13-3398151,"['555 Madison Avenue', 'New York, NY 10022']",(212) 490-7788,(212) 490-6006,89.17,96.93,85.00, 79.5%, 14.6%,  5.8%,$0.05,  6.5%,7.78,  1.1%,"International : International Peace, Security, and Affairs","Combating indifference, intolerance and injustice",http://www.eliewieselfoundation.org/,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11924
